Jahr,Altersgruppe,Bundesland,Einwohner
2019,65-75,Berlin,38033
2019,65-75,Brandenburg,33395
2019,65-75,Bremen,7323
2019,65-75,Hamburg,16498
2019,65-75,Hessen,70039
2019,65-75,Mecklenburg-Vorpommern,22382
2019,65-75,Niedersachsen,92997
2019,65-75,Nordrhein-Westfalen,196010
2019,65-75,Rheinland-Pfalz,50687
2019,65-75,Saarland,13314
2019,65-75,Sachsen,57763
2019,65-75,Sachsen-Anhalt,32034
2019,65-75,Schleswig-Holstein,33826
2019,65-75,Thüringen,30796
2019,65-75,Baden-Württemberg,114777
2019,65-75,Bayern,136577
2019,65-75,Berlin,35335
2019,65-75,Brandenburg,28228
2019,65-75,Bremen,7330
2019,65-75,Hamburg,16388
2019,65-75,Hessen,69176
2019,65-75,Mecklenburg-Vorpommern,19266
2019,65-75,Niedersachsen,91362
2019,65-75,Nordrhein-Westfalen,194355
2019,65-75,Rheinland-Pfalz,48615
2019,65-75,Saarland,13582
2019,65-75,Sachsen,50279
2019,65-75,Sachsen-Anhalt,28272
2019,65-75,Schleswig-Holstein,33428
2019,65-75,Thüringen,27167
2019,65-75,Baden-Württemberg,105073
2019,65-75,Bayern,129252
2019,65-75,Berlin,32191
2019,65-75,Brandenburg,24187
2019,65-75,Bremen,6762
2019,65-75,Hamburg,15880
2019,65-75,Hessen,64503
2019,65-75,Mecklenburg-Vorpommern,16468
2019,65-75,Niedersachsen,83954
2019,65-75,Nordrhein-Westfalen,176215
2019,65-75,Rheinland-Pfalz,41549
2019,65-75,Saarland,11510
2019,65-75,Sachsen,40096
2019,65-75,Sachsen-Anhalt,23677
2019,65-75,Schleswig-Holstein,32532
2019,65-75,Thüringen,23342
2019,65-75,Baden-Württemberg,97054
2019,65-75,Bayern,125369
2019,65-75,Berlin,30017
2019,65-75,Brandenburg,22913
2019,65-75,Bremen,6443
2019,65-75,Hamburg,15216
2019,65-75,Hessen,59993
2019,65-75,Mecklenburg-Vorpommern,15198
2019,65-75,Niedersachsen,76075
2019,65-75,Nordrhein-Westfalen,161089
2019,65-75,Rheinland-Pfalz,36558
2019,65-75,Saarland,9351
2019,65-75,Sachsen,39807
2019,65-75,Sachsen-Anhalt,23031
2019,65-75,Schleswig-Holstein,29875
2019,65-75,Thüringen,22091
2019,65-75,Baden-Württemberg,84070
2019,65-75,Bayern,109521
2019,65-75,Berlin,23193
2019,65-75,Brandenburg,15329
2019,65-75,Bremen,6266
2019,65-75,Hamburg,13868
2019,65-75,Hessen,50821
2019,65-75,Mecklenburg-Vorpommern,10017
2019,65-75,Niedersachsen,70052
2019,65-75,Nordrhein-Westfalen,146064
2019,65-75,Rheinland-Pfalz,32391
2019,65-75,Saarland,7484
2019,65-75,Sachsen,29615
2019,65-75,Sachsen-Anhalt,18366
2019,65-75,Schleswig-Holstein,27822
2019,65-75,Thüringen,17965
2019,65-75,Baden-Württemberg,71449
2019,65-75,Bayern,87469
2019,65-75,Berlin,25935
2019,65-75,Brandenburg,18019
2019,65-75,Bremen,4950
2019,65-75,Hamburg,12369
2019,65-75,Hessen,41948
2019,65-75,Mecklenburg-Vorpommern,10650
2019,65-75,Niedersachsen,54854
2019,65-75,Nordrhein-Westfalen,121914
2019,65-75,Rheinland-Pfalz,26849
2019,65-75,Saarland,6847
2019,65-75,Sachsen,34668
2019,65-75,Sachsen-Anhalt,18531
2019,65-75,Schleswig-Holstein,22709
2019,65-75,Thüringen,16832
2019,65-75,Baden-Württemberg,92366
2019,65-75,Bayern,112496
2019,65-75,Berlin,33755
2019,65-75,Brandenburg,26634
2019,65-75,Bremen,6113
2019,65-75,Hamburg,15371
2019,65-75,Hessen,55337
2019,65-75,Mecklenburg-Vorpommern,15738
2019,65-75,Niedersachsen,72774
2019,65-75,Nordrhein-Westfalen,156292
2019,65-75,Rheinland-Pfalz,34877
2019,65-75,Saarland,9179
2019,65-75,Sachsen,49972
2019,65-75,Sachsen-Anhalt,25631
2019,65-75,Schleswig-Holstein,29706
2019,65-75,Thüringen,24196
2019,75-85,Baden-Württemberg,92311
2019,75-85,Bayern,111226
2019,75-85,Berlin,35416
2019,75-85,Brandenburg,28242
2019,75-85,Bremen,6285
2019,75-85,Hamburg,15363
2019,75-85,Hessen,54163
2019,75-85,Mecklenburg-Vorpommern,16932
2019,75-85,Niedersachsen,74113
2019,75-85,Nordrhein-Westfalen,154782
2019,75-85,Rheinland-Pfalz,34414
2019,75-85,Saarland,8803
2019,75-85,Sachsen,48888
2019,75-85,Sachsen-Anhalt,26138
2019,75-85,Schleswig-Holstein,30429
2019,75-85,Thüringen,24026
2019,75-85,Baden-Württemberg,89849
2019,75-85,Bayern,106508
2019,75-85,Berlin,32797
2019,75-85,Brandenburg,27036
2019,75-85,Bremen,6161
2019,75-85,Hamburg,14700
2019,75-85,Hessen,50822
2019,75-85,Mecklenburg-Vorpommern,16116
2019,75-85,Niedersachsen,70871
2019,75-85,Nordrhein-Westfalen,148316
2019,75-85,Rheinland-Pfalz,33090
2019,75-85,Saarland,8561
2019,75-85,Sachsen,44723
2019,75-85,Sachsen-Anhalt,25537
2019,75-85,Schleswig-Holstein,28809
2019,75-85,Thüringen,22170
2019,75-85,Baden-Württemberg,106561
2019,75-85,Bayern,127480
2019,75-85,Berlin,37314
2019,75-85,Brandenburg,32836
2019,75-85,Bremen,6840
2019,75-85,Hamburg,16561
2019,75-85,Hessen,60278
2019,75-85,Mecklenburg-Vorpommern,20136
2019,75-85,Niedersachsen,84700
2019,75-85,Nordrhein-Westfalen,174003
2019,75-85,Rheinland-Pfalz,40481
2019,75-85,Saarland,10801
2019,75-85,Sachsen,54535
2019,75-85,Sachsen-Anhalt,30440
2019,75-85,Schleswig-Holstein,34235
2019,75-85,Thüringen,27856
2019,75-85,Baden-Württemberg,109371
2019,75-85,Bayern,132859
2019,75-85,Berlin,34902
2019,75-85,Brandenburg,32203
2019,75-85,Bremen,7001
2019,75-85,Hamburg,16719
2019,75-85,Hessen,63013
2019,75-85,Mecklenburg-Vorpommern,19817
2019,75-85,Niedersachsen,86249
2019,75-85,Nordrhein-Westfalen,183295
2019,75-85,Rheinland-Pfalz,42855
2019,75-85,Saarland,10981
2019,75-85,Sachsen,54845
2019,75-85,Sachsen-Anhalt,30478
2019,75-85,Schleswig-Holstein,33757
2019,75-85,Thüringen,29259
2019,75-85,Baden-Württemberg,105552
2019,75-85,Bayern,127973
2019,75-85,Berlin,31939
2019,75-85,Brandenburg,30535
2019,75-85,Bremen,6592
2019,75-85,Hamburg,15533
2019,75-85,Hessen,59992
2019,75-85,Mecklenburg-Vorpommern,19653
2019,75-85,Niedersachsen,82280
2019,75-85,Nordrhein-Westfalen,175952
2019,75-85,Rheinland-Pfalz,41074
2019,75-85,Saarland,11018
2019,75-85,Sachsen,52128
2019,75-85,Sachsen-Anhalt,28643
2019,75-85,Schleswig-Holstein,32541
2019,75-85,Thüringen,27721
2019,75-85,Baden-Württemberg,95364
2019,75-85,Bayern,111851
2019,75-85,Berlin,28853
2019,75-85,Brandenburg,26972
2019,75-85,Bremen,6185
2019,75-85,Hamburg,14261
2019,75-85,Hessen,53197
2019,75-85,Mecklenburg-Vorpommern,17591
2019,75-85,Niedersachsen,76039
2019,75-85,Nordrhein-Westfalen,160851
2019,75-85,Rheinland-Pfalz,37004
2019,75-85,Saarland,9728
2019,75-85,Sachsen,45782
2019,75-85,Sachsen-Anhalt,24819
2019,75-85,Schleswig-Holstein,29504
2019,75-85,Thüringen,23229
2019,75-85,Baden-Württemberg,85155
2019,75-85,Bayern,98334
2019,75-85,Berlin,26071
2019,75-85,Brandenburg,24090
2019,75-85,Bremen,5538
2019,75-85,Hamburg,13020
2019,75-85,Hessen,47804
2019,75-85,Mecklenburg-Vorpommern,15335
2019,75-85,Niedersachsen,67148
2019,75-85,Nordrhein-Westfalen,145406
2019,75-85,Rheinland-Pfalz,33356
2019,75-85,Saarland,9503
2019,75-85,Sachsen,40197
2019,75-85,Sachsen-Anhalt,22179
2019,75-85,Schleswig-Holstein,25986
2019,75-85,Thüringen,20288
2019,75-85,Baden-Württemberg,78639
2019,75-85,Bayern,89001
2019,75-85,Berlin,23680
2019,75-85,Brandenburg,22299
2019,75-85,Bremen,5121
2019,75-85,Hamburg,11983
2019,75-85,Hessen,43962
2019,75-85,Mecklenburg-Vorpommern,14167
2019,75-85,Niedersachsen,60502
2019,75-85,Nordrhein-Westfalen,133231
2019,75-85,Rheinland-Pfalz,30960
2019,75-85,Saarland,8922
2019,75-85,Sachsen,37631
2019,75-85,Sachsen-Anhalt,20293
2019,75-85,Schleswig-Holstein,23398
2019,75-85,Thüringen,18768
2019,75-85,Baden-Württemberg,70864
2019,75-85,Bayern,79608
2019,75-85,Berlin,21639
2019,75-85,Brandenburg,20373
2019,75-85,Bremen,4495
2019,75-85,Hamburg,10918
2019,75-85,Hessen,39403
2019,75-85,Mecklenburg-Vorpommern,12981
2019,75-85,Niedersachsen,54900
2019,75-85,Nordrhein-Westfalen,121429
2019,75-85,Rheinland-Pfalz,27827
2019,75-85,Saarland,7621
2019,75-85,Sachsen,35153
2019,75-85,Sachsen-Anhalt,18556
2019,75-85,Schleswig-Holstein,20860
2019,75-85,Thüringen,16938
2019,75-85,Baden-Württemberg,60026
2019,75-85,Bayern,68769
2019,75-85,Berlin,18928
2019,75-85,Brandenburg,17373
2019,75-85,Bremen,3895
2019,75-85,Hamburg,8899
2019,75-85,Hessen,34056
2019,75-85,Mecklenburg-Vorpommern,11217
2019,75-85,Niedersachsen,46761
2019,75-85,Nordrhein-Westfalen,106302
2019,75-85,Rheinland-Pfalz,23985
2019,75-85,Saarland,6146
2019,75-85,Sachsen,30310
2019,75-85,Sachsen-Anhalt,15964
2019,75-85,Schleswig-Holstein,17564
2019,75-85,Thüringen,14640
2019,85,Baden-Württemberg,46624
2019,85,Bayern,53568
2019,85,Berlin,12511
2019,85,Brandenburg,12286
2019,85,Bremen,2765
2019,85,Hamburg,6474
2019,85,Hessen,25205
2019,85,Mecklenburg-Vorpommern,8317
2019,85,Niedersachsen,33815
2019,85,Nordrhein-Westfalen,77231
2019,85,Rheinland-Pfalz,17973
2019,85,Saarland,4957
2019,85,Sachsen,21959
2019,85,Sachsen-Anhalt,11627
2019,85,Schleswig-Holstein,12077
2019,85,Thüringen,10509
2019,85,Baden-Württemberg,42080
2019,85,Bayern,48807
2019,85,Berlin,10782
2019,85,Brandenburg,11140
2019,85,Bremen,2498
2019,85,Hamburg,5717
2019,85,Hessen,22658
2019,85,Mecklenburg-Vorpommern,7648
2019,85,Niedersachsen,30884
2019,85,Nordrhein-Westfalen,70442
2019,85,Rheinland-Pfalz,16157
2019,85,Saarland,4584
2019,85,Sachsen,19332
2019,85,Sachsen-Anhalt,10404
2019,85,Schleswig-Holstein,10540
2019,85,Thüringen,9631
2019,85,Baden-Württemberg,38263
2019,85,Bayern,43765
2019,85,Berlin,9950
2019,85,Brandenburg,9917
2019,85,Bremen,2278
2019,85,Hamburg,5353
2019,85,Hessen,20761
2019,85,Mecklenburg-Vorpommern,6686
2019,85,Niedersachsen,28582
2019,85,Nordrhein-Westfalen,64355
2019,85,Rheinland-Pfalz,14953
2019,85,Saarland,4184
2019,85,Sachsen,18223
2019,85,Sachsen-Anhalt,9452
2019,85,Schleswig-Holstein,9892
2019,85,Thüringen,8491
2019,85,Baden-Württemberg,35287
2019,85,Bayern,40131
2019,85,Berlin,9383
2019,85,Brandenburg,9123
2019,85,Bremen,2144
2019,85,Hamburg,5028
2019,85,Hessen,19832
2019,85,Mecklenburg-Vorpommern,5874
2019,85,Niedersachsen,26746
2019,85,Nordrhein-Westfalen,60855
2019,85,Rheinland-Pfalz,13999
2019,85,Saarland,3609
2019,85,Sachsen,17455
2019,85,Sachsen-Anhalt,8639
2019,85,Schleswig-Holstein,8948
2019,85,Thüringen,8049
2019,85,Baden-Württemberg,29597
2019,85,Bayern,33795
2019,85,Berlin,8013
2019,85,Brandenburg,7505
2019,85,Bremen,1865
2019,85,Hamburg,4432
2019,85,Hessen,16703
2019,85,Mecklenburg-Vorpommern,4813
2019,85,Niedersachsen,22187
2019,85,Nordrhein-Westfalen,50920
2019,85,Rheinland-Pfalz,11821
2019,85,Saarland,3105
2019,85,Sachsen,14915
2019,85,Sachsen-Anhalt,7164
2019,85,Schleswig-Holstein,7648
2019,85,Thüringen,6674
2019,85,Baden-Württemberg,102132
2019,85,Bayern,117007
2019,85,Berlin,28717
2019,85,Brandenburg,23402
2019,85,Bremen,7059
2019,85,Hamburg,16894
2019,85,Hessen,60156
2019,85,Mecklenburg-Vorpommern,14593
2019,85,Niedersachsen,78738
2019,85,Nordrhein-Westfalen,172471
2019,85,Rheinland-Pfalz,41444
2019,85,Saarland,10337
2019,85,Sachsen,49236
2019,85,Sachsen-Anhalt,22922
2019,85,Schleswig-Holstein,28174
2019,85,Thüringen,21661
2019,,Baden-Württemberg,11069533
2019,,Bayern,13076721
2019,,Berlin,3644826
2019,,Brandenburg,2511917
2019,,Bremen,682986
2019,,Hamburg,1841179
2019,,Hessen,6265809
2019,,Mecklenburg-Vorpommern,1609675
2019,,Niedersachsen,7982448
2019,,Nordrhein-Westfalen,17932651
2019,,Rheinland-Pfalz,4084844
2019,,Saarland,990509
2019,,Sachsen,4077937
2019,,Sachsen-Anhalt,2208321
2019,,Schleswig-Holstein,2896712
2019,,Thüringen,2143145
2020,0-65,Baden-Württemberg,108303
2020,0-65,Bayern,128036
2020,0-65,Berlin,38659
2020,0-65,Brandenburg,19629
2020,0-65,Bremen,6956
2020,0-65,Hamburg,20371
2020,0-65,Hessen,59873
2020,0-65,Mecklenburg-Vorpommern,12662
2020,0-65,Niedersachsen,73347
2020,0-65,Nordrhein-Westfalen,169509
2020,0-65,Rheinland-Pfalz,37208
2020,0-65,Saarland,7990
2020,0-65,Sachsen,34376
2020,0-65,Sachsen-Anhalt,16598
2020,0-65,Schleswig-Holstein,24767
2020,0-65,Thüringen,16586
2020,0-65,Baden-Württemberg,110182
2020,0-65,Bayern,129004
2020,0-65,Berlin,39023
2020,0-65,Brandenburg,21068
2020,0-65,Bremen,6968
2020,0-65,Hamburg,20366
2020,0-65,Hessen,61182
2020,0-65,Mecklenburg-Vorpommern,13184
2020,0-65,Niedersachsen,75062
2020,0-65,Nordrhein-Westfalen,174584
2020,0-65,Rheinland-Pfalz,38432
2020,0-65,Saarland,8152
2020,0-65,Sachsen,36009
2020,0-65,Sachsen-Anhalt,17556
2020,0-65,Schleswig-Holstein,25787
2020,0-65,Thüringen,17573
2020,0-65,Baden-Württemberg,110107
2020,0-65,Bayern,129351
2020,0-65,Berlin,39152
2020,0-65,Brandenburg,22262
2020,0-65,Bremen,6813
2020,0-65,Hamburg,20201
2020,0-65,Hessen,61820
2020,0-65,Mecklenburg-Vorpommern,13491
2020,0-65,Niedersachsen,75884
2020,0-65,Nordrhein-Westfalen,175258
2020,0-65,Rheinland-Pfalz,39250
2020,0-65,Saarland,8407
2020,0-65,Sachsen,37530
2020,0-65,Sachsen-Anhalt,18381
2020,0-65,Schleswig-Holstein,26152
2020,0-65,Thüringen,18356
2020,0-65,Baden-Württemberg,109920
2020,0-65,Bayern,128468
2020,0-65,Berlin,39212
2020,0-65,Brandenburg,23203
2020,0-65,Bremen,6702
2020,0-65,Hamburg,20159
2020,0-65,Hessen,62265
2020,0-65,Mecklenburg-Vorpommern,13924
2020,0-65,Niedersachsen,76701
2020,0-65,Nordrhein-Westfalen,176773
2020,0-65,Rheinland-Pfalz,39386
2020,0-65,Saarland,8391
2020,0-65,Sachsen,38442
2020,0-65,Sachsen-Anhalt,18725
2020,0-65,Schleswig-Holstein,26634
2020,0-65,Thüringen,18911
2020,0-65,Baden-Württemberg,106552
2020,0-65,Bayern,124081
2020,0-65,Berlin,37188
2020,0-65,Brandenburg,22551
2020,0-65,Bremen,6589
2020,0-65,Hamburg,18850
2020,0-65,Hessen,60365
2020,0-65,Mecklenburg-Vorpommern,14230
2020,0-65,Niedersachsen,73973
2020,0-65,Nordrhein-Westfalen,170311
2020,0-65,Rheinland-Pfalz,37989
2020,0-65,Saarland,8094
2020,0-65,Sachsen,38065
2020,0-65,Sachsen-Anhalt,18496
2020,0-65,Schleswig-Holstein,25897
2020,0-65,Thüringen,18912
2020,0-65,Baden-Württemberg,103981
2020,0-65,Bayern,121568
2020,0-65,Berlin,36540
2020,0-65,Brandenburg,23274
2020,0-65,Bremen,6348
2020,0-65,Hamburg,18328
2020,0-65,Hessen,58721
2020,0-65,Mecklenburg-Vorpommern,14000
2020,0-65,Niedersachsen,74021
2020,0-65,Nordrhein-Westfalen,167687
2020,0-65,Rheinland-Pfalz,37383
2020,0-65,Saarland,8095
2020,0-65,Sachsen,37939
2020,0-65,Sachsen-Anhalt,18660
2020,0-65,Schleswig-Holstein,25815
2020,0-65,Thüringen,19119
2020,0-65,Baden-Württemberg,100887
2020,0-65,Bayern,118088
2020,0-65,Berlin,34432
2020,0-65,Brandenburg,22411
2020,0-65,Bremen,5968
2020,0-65,Hamburg,17422
2020,0-65,Hessen,56810
2020,0-65,Mecklenburg-Vorpommern,13829
2020,0-65,Niedersachsen,70914
2020,0-65,Nordrhein-Westfalen,160484
2020,0-65,Rheinland-Pfalz,35961
2020,0-65,Saarland,7608
2020,0-65,Sachsen,36940
2020,0-65,Sachsen-Anhalt,18248
2020,0-65,Schleswig-Holstein,25169
2020,0-65,Thüringen,18783
2020,0-65,Baden-Württemberg,99521
2020,0-65,Bayern,117114
2020,0-65,Berlin,34416
2020,0-65,Brandenburg,22985
2020,0-65,Bremen,5877
2020,0-65,Hamburg,16979
2020,0-65,Hessen,56583
2020,0-65,Mecklenburg-Vorpommern,13913
2020,0-65,Niedersachsen,70534
2020,0-65,Nordrhein-Westfalen,161172
2020,0-65,Rheinland-Pfalz,35402
2020,0-65,Saarland,7745
2020,0-65,Sachsen,37118
2020,0-65,Sachsen-Anhalt,18379
2020,0-65,Schleswig-Holstein,25554
2020,0-65,Thüringen,18677
2020,0-65,Baden-Württemberg,97913
2020,0-65,Bayern,113054
2020,0-65,Berlin,32619
2020,0-65,Brandenburg,22574
2020,0-65,Bremen,5565
2020,0-65,Hamburg,16094
2020,0-65,Hessen,56470
2020,0-65,Mecklenburg-Vorpommern,13875
2020,0-65,Niedersachsen,69414
2020,0-65,Nordrhein-Westfalen,157316
2020,0-65,Rheinland-Pfalz,35298
2020,0-65,Saarland,7902
2020,0-65,Sachsen,36467
2020,0-65,Sachsen-Anhalt,18023
2020,0-65,Schleswig-Holstein,24912
2020,0-65,Thüringen,18311
2020,0-65,Baden-Württemberg,100791
2020,0-65,Bayern,114851
2020,0-65,Berlin,32998
2020,0-65,Brandenburg,23366
2020,0-65,Bremen,5845
2020,0-65,Hamburg,16328
2020,0-65,Hessen,57462
2020,0-65,Mecklenburg-Vorpommern,14437
2020,0-65,Niedersachsen,71954
2020,0-65,Nordrhein-Westfalen,161868
2020,0-65,Rheinland-Pfalz,35865
2020,0-65,Saarland,7925
2020,0-65,Sachsen,36945
2020,0-65,Sachsen-Anhalt,18345
2020,0-65,Schleswig-Holstein,26035
2020,0-65,Thüringen,18746
2020,0-65,Baden-Württemberg,99871
2020,0-65,Bayern,113220
2020,0-65,Berlin,32376
2020,0-65,Brandenburg,22708
2020,0-65,Bremen,5908
2020,0-65,Hamburg,15973
2020,0-65,Hessen,56646
2020,0-65,Mecklenburg-Vorpommern,14106
2020,0-65,Niedersachsen,71271
2020,0-65,Nordrhein-Westfalen,159796
2020,0-65,Rheinland-Pfalz,35115
2020,0-65,Saarland,7849
2020,0-65,Sachsen,35843
2020,0-65,Sachsen-Anhalt,18113
2020,0-65,Schleswig-Holstein,25661
2020,0-65,Thüringen,17920
2020,0-65,Baden-Württemberg,102458
2020,0-65,Bayern,116512
2020,0-65,Berlin,32388
2020,0-65,Brandenburg,23134
2020,0-65,Bremen,5867
2020,0-65,Hamburg,16349
2020,0-65,Hessen,57881
2020,0-65,Mecklenburg-Vorpommern,14200
2020,0-65,Niedersachsen,73361
2020,0-65,Nordrhein-Westfalen,165271
2020,0-65,Rheinland-Pfalz,36462
2020,0-65,Saarland,8126
2020,0-65,Sachsen,36234
2020,0-65,Sachsen-Anhalt,18628
2020,0-65,Schleswig-Holstein,26428
2020,0-65,Thüringen,18364
2020,0-65,Baden-Württemberg,102823
2020,0-65,Bayern,116249
2020,0-65,Berlin,31346
2020,0-65,Brandenburg,22552
2020,0-65,Bremen,6112
2020,0-65,Hamburg,15925
2020,0-65,Hessen,57791
2020,0-65,Mecklenburg-Vorpommern,13636
2020,0-65,Niedersachsen,73545
2020,0-65,Nordrhein-Westfalen,164609
2020,0-65,Rheinland-Pfalz,36238
2020,0-65,Saarland,8011
2020,0-65,Sachsen,35160
2020,0-65,Sachsen-Anhalt,17989
2020,0-65,Schleswig-Holstein,26712
2020,0-65,Thüringen,17972
2020,0-65,Baden-Württemberg,101527
2020,0-65,Bayern,114072
2020,0-65,Berlin,29940
2020,0-65,Brandenburg,21544
2020,0-65,Bremen,5917
2020,0-65,Hamburg,15657
2020,0-65,Hessen,56564
2020,0-65,Mecklenburg-Vorpommern,13247
2020,0-65,Niedersachsen,72898
2020,0-65,Nordrhein-Westfalen,162966
2020,0-65,Rheinland-Pfalz,35487
2020,0-65,Saarland,7940
2020,0-65,Sachsen,33485
2020,0-65,Sachsen-Anhalt,17255
2020,0-65,Schleswig-Holstein,26263
2020,0-65,Thüringen,16936
2020,0-65,Baden-Württemberg,103692
2020,0-65,Bayern,116076
2020,0-65,Berlin,29256
2020,0-65,Brandenburg,21136
2020,0-65,Bremen,5808
2020,0-65,Hamburg,15632
2020,0-65,Hessen,57750
2020,0-65,Mecklenburg-Vorpommern,12848
2020,0-65,Niedersachsen,74330
2020,0-65,Nordrhein-Westfalen,165177
2020,0-65,Rheinland-Pfalz,36162
2020,0-65,Saarland,8180
2020,0-65,Sachsen,33529
2020,0-65,Sachsen-Anhalt,17384
2020,0-65,Schleswig-Holstein,26396
2020,0-65,Thüringen,17150
2020,0-65,Baden-Württemberg,105739
2020,0-65,Bayern,118967
2020,0-65,Berlin,29331
2020,0-65,Brandenburg,21452
2020,0-65,Bremen,5814
2020,0-65,Hamburg,15499
2020,0-65,Hessen,58630
2020,0-65,Mecklenburg-Vorpommern,13406
2020,0-65,Niedersachsen,77037
2020,0-65,Nordrhein-Westfalen,169177
2020,0-65,Rheinland-Pfalz,36985
2020,0-65,Saarland,8330
2020,0-65,Sachsen,33883
2020,0-65,Sachsen-Anhalt,17353
2020,0-65,Schleswig-Holstein,27519
2020,0-65,Thüringen,17701
2020,0-65,Baden-Württemberg,106140
2020,0-65,Bayern,120236
2020,0-65,Berlin,28253
2020,0-65,Brandenburg,21310
2020,0-65,Bremen,5991
2020,0-65,Hamburg,15375
2020,0-65,Hessen,58280
2020,0-65,Mecklenburg-Vorpommern,13172
2020,0-65,Niedersachsen,77535
2020,0-65,Nordrhein-Westfalen,170955
2020,0-65,Rheinland-Pfalz,37662
2020,0-65,Saarland,8304
2020,0-65,Sachsen,32796
2020,0-65,Sachsen-Anhalt,16874
2020,0-65,Schleswig-Holstein,27763
2020,0-65,Thüringen,17236
2020,0-65,Baden-Württemberg,108375
2020,0-65,Bayern,122415
2020,0-65,Berlin,28745
2020,0-65,Brandenburg,20959
2020,0-65,Bremen,5922
2020,0-65,Hamburg,15378
2020,0-65,Hessen,59256
2020,0-65,Mecklenburg-Vorpommern,12920
2020,0-65,Niedersachsen,80261
2020,0-65,Nordrhein-Westfalen,175207
2020,0-65,Rheinland-Pfalz,38429
2020,0-65,Saarland,8641
2020,0-65,Sachsen,32354
2020,0-65,Sachsen-Anhalt,17418
2020,0-65,Schleswig-Holstein,28446
2020,0-65,Thüringen,17212
2020,0-65,Baden-Württemberg,112609
2020,0-65,Bayern,126824
2020,0-65,Berlin,29484
2020,0-65,Brandenburg,20454
2020,0-65,Bremen,6727
2020,0-65,Hamburg,16198
2020,0-65,Hessen,61249
2020,0-65,Mecklenburg-Vorpommern,13335
2020,0-65,Niedersachsen,83304
2020,0-65,Nordrhein-Westfalen,181197
2020,0-65,Rheinland-Pfalz,40235
2020,0-65,Saarland,8997
2020,0-65,Sachsen,33160
2020,0-65,Sachsen-Anhalt,17626
2020,0-65,Schleswig-Holstein,29475
2020,0-65,Thüringen,17640
2020,0-65,Baden-Württemberg,121907
2020,0-65,Bayern,136543
2020,0-65,Berlin,32585
2020,0-65,Brandenburg,20762
2020,0-65,Bremen,7453
2020,0-65,Hamburg,17942
2020,0-65,Hessen,65788
2020,0-65,Mecklenburg-Vorpommern,13904
2020,0-65,Niedersachsen,88093
2020,0-65,Nordrhein-Westfalen,192834
2020,0-65,Rheinland-Pfalz,43045
2020,0-65,Saarland,9527
2020,0-65,Sachsen,35739
2020,0-65,Sachsen-Anhalt,18600
2020,0-65,Schleswig-Holstein,31344
2020,0-65,Thüringen,18020
2020,0-65,Baden-Württemberg,127010
2020,0-65,Bayern,143560
2020,0-65,Berlin,34855
2020,0-65,Brandenburg,19891
2020,0-65,Bremen,8430
2020,0-65,Hamburg,19030
2020,0-65,Hessen,68216
2020,0-65,Mecklenburg-Vorpommern,13293
2020,0-65,Niedersachsen,89309
2020,0-65,Nordrhein-Westfalen,197871
2020,0-65,Rheinland-Pfalz,43844
2020,0-65,Saarland,9849
2020,0-65,Sachsen,35621
2020,0-65,Sachsen-Anhalt,18331
2020,0-65,Schleswig-Holstein,31922
2020,0-65,Thüringen,17837
2020,0-65,Baden-Württemberg,131602
2020,0-65,Bayern,150868
2020,0-65,Berlin,37313
2020,0-65,Brandenburg,18980
2020,0-65,Bremen,8958
2020,0-65,Hamburg,20824
2020,0-65,Hessen,71507
2020,0-65,Mecklenburg-Vorpommern,12941
2020,0-65,Niedersachsen,91279
2020,0-65,Nordrhein-Westfalen,205148
2020,0-65,Rheinland-Pfalz,45105
2020,0-65,Saarland,9996
2020,0-65,Sachsen,34482
2020,0-65,Sachsen-Anhalt,17776
2020,0-65,Schleswig-Holstein,31463
2020,0-65,Thüringen,17660
2020,0-65,Baden-Württemberg,138085
2020,0-65,Bayern,157436
2020,0-65,Berlin,40880
2020,0-65,Brandenburg,18029
2020,0-65,Bremen,9177
2020,0-65,Hamburg,23279
2020,0-65,Hessen,76372
2020,0-65,Mecklenburg-Vorpommern,13011
2020,0-65,Niedersachsen,94909
2020,0-65,Nordrhein-Westfalen,215432
2020,0-65,Rheinland-Pfalz,47530
2020,0-65,Saarland,10680
2020,0-65,Sachsen,34822
2020,0-65,Sachsen-Anhalt,18067
2020,0-65,Schleswig-Holstein,32156
2020,0-65,Thüringen,17781
2020,0-65,Baden-Württemberg,137969
2020,0-65,Bayern,157695
2020,0-65,Berlin,43424
2020,0-65,Brandenburg,17380
2020,0-65,Bremen,9244
2020,0-65,Hamburg,24202
2020,0-65,Hessen,75466
2020,0-65,Mecklenburg-Vorpommern,12354
2020,0-65,Niedersachsen,93387
2020,0-65,Nordrhein-Westfalen,215880
2020,0-65,Rheinland-Pfalz,46923
2020,0-65,Saarland,10847
2020,0-65,Sachsen,33961
2020,0-65,Sachsen-Anhalt,17190
2020,0-65,Schleswig-Holstein,31750
2020,0-65,Thüringen,16919
2020,0-65,Baden-Württemberg,137031
2020,0-65,Bayern,157340
2020,0-65,Berlin,45543
2020,0-65,Brandenburg,15820
2020,0-65,Bremen,9201
2020,0-65,Hamburg,24837
2020,0-65,Hessen,74859
2020,0-65,Mecklenburg-Vorpommern,11320
2020,0-65,Niedersachsen,91507
2020,0-65,Nordrhein-Westfalen,212801
2020,0-65,Rheinland-Pfalz,45806
2020,0-65,Saarland,10671
2020,0-65,Sachsen,32035
2020,0-65,Sachsen-Anhalt,16036
